timestamp,msg,proto,src,srcport,dst,dstport,ethsrc,ethdst,ethlen,tcpflags,tcpseq,tcpack,tcplen,tcpwindow,ttl,tos,id,dgmlen,iplen,icmptype,icmpcode,icmpid,icmpseq
3:24:43,SCAN UPnP service discover attempt,UDP,192.168.147.1,52959,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11419,202,206848,,,,
3:24:44,SCAN UPnP service discover attempt,UDP,192.168.147.1,52959,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11420,202,206848,,,,
3:24:45,SCAN UPnP service discover attempt,UDP,192.168.147.1,52959,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11421,202,206848,,,,
3:24:46,SCAN UPnP service discover attempt,UDP,192.168.147.1,52959,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11422,202,206848,,,,
3:42:03,SCAN UPnP service discover attempt,UDP,192.168.147.1,49727,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11471,202,206848,,,,
3:42:03,SCAN UPnP service discover attempt,UDP,192.168.147.1,49727,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11472,202,206848,,,,
3:42:03,SCAN UPnP service discover attempt,UDP,192.168.147.1,49727,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11473,202,206848,,,,
3:42:03,SCAN UPnP service discover attempt,UDP,192.168.147.1,49727,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11474,202,206848,,,,
3:42:05,BAD-TRAFFIC same SRC/DST,,::,,ff02::16,,00:0C:29:3F:CA:52,33:33:00:00:00:16,0x5A,,,,,,1,0,256,36,36864,143,0,0,1
3:42:05,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,00:0C:29:3F:CA:52,FF:FF:FF:FF:FF:FF,0x156,,,,,,128,16,0,328,73732,,,,
3:42:05,BAD-TRAFFIC same SRC/DST,,::,,ff02::16,,00:0C:29:3F:CA:52,33:33:00:00:00:16,0x5A,,,,,,1,0,256,36,36864,143,0,0,1
3:42:06,BAD-TRAFFIC same SRC/DST,,::,,ff02::1:ff3f:ca52,,00:0C:29:3F:CA:52,33:33:FF:3F:CA:52,0x56,,,,,,255,0,0,32,32768,135,0,0,0
3:42:30,ICMP PING NMAP,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x2A,,,,,,41,0,52112,28,28672,8,0,13031,0
3:42:30,ICMP PING,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x2A,,,,,,41,0,52112,28,28672,8,0,13031,0
3:42:30,ICMP Timestamp Request,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x36,,,,,,49,0,4767,40,40960,13,0,58214,0
3:42:30,ICMP Echo Reply,ICMP,192.168.242.1,,192.168.147.128,,00:50:56:F3:DC:F2,00:0C:29:3F:CA:52,0x3C,,,,,,128,0,18450,28,28672,0,0,13031,0
3:42:33,ICMP PING undefined code,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0xA2,,,,,,46,0,56283,148,151552,8,9,46079,295
3:42:33,ICMP PING,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0xC0,,,,,,38,4,49874,178,182272,8,0,46080,296
3:42:33,ICMP Echo Reply,ICMP,192.168.242.1,,192.168.147.128,,00:50:56:F3:DC:F2,00:0C:29:3F:CA:52,0xA2,,,,,,128,0,18567,148,151552,0,0,46079,295
3:42:33,ICMP Echo Reply,ICMP,192.168.242.1,,192.168.147.128,,00:50:56:F3:DC:F2,00:0C:29:3F:CA:52,0xC0,,,,,,128,0,18568,178,182272,0,0,46080,296
3:42:33,SCAN nmap XMAS,TCP,192.168.147.128,59451,192.168.242.1,23,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x4A,**U*P**F,0x5A029DCE,0x5A2F213C,40,0xFFFF,42,0,11040,60,61440,,,,
3:42:33,ICMP PING undefined code,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0xA2,,,,,,51,0,43048,148,151552,8,9,46079,295
3:42:33,ICMP Echo Reply,ICMP,192.168.242.1,,192.168.147.128,,00:50:56:F3:DC:F2,00:0C:29:3F:CA:52,0xA2,,,,,,128,0,18580,148,151552,0,0,46079,295
3:42:33,ICMP PING,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0xC0,,,,,,41,4,6118,178,182272,8,0,46080,296
3:42:33,ICMP Echo Reply,ICMP,192.168.242.1,,192.168.147.128,,00:50:56:F3:DC:F2,00:0C:29:3F:CA:52,0xC0,,,,,,128,0,18581,178,182272,0,0,46080,296
3:42:35,SCAN nmap XMAS,TCP,192.168.147.128,59451,192.168.242.1,23,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x4A,**U*P**F,0x5A029DCE,0x5A2F213C,40,0xFFFF,53,0,51042,60,61440,,,,
3:42:36,SCAN nmap XMAS,TCP,192.168.147.128,59451,192.168.242.1,23,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x4A,**U*P**F,0x5A029DCE,0x5A2F213C,40,0xFFFF,48,0,55416,60,61440,,,,
3:42:38,SCAN nmap XMAS,TCP,192.168.147.128,59451,192.168.242.1,23,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x4A,**U*P**F,0x5A029DCE,0x5A2F213C,40,0xFFFF,59,0,50827,60,61440,,,,
3:43:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,62345,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11475,202,206848,,,,
3:44:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,62345,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11476,202,206848,,,,
3:44:01,SCAN UPnP service discover attempt,UDP,192.168.147.1,62345,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11477,202,206848,,,,
3:44:02,SCAN UPnP service discover attempt,UDP,192.168.147.1,62345,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11478,202,206848,,,,
3:45:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,65504,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11479,202,206848,,,,
3:46:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,65504,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11480,202,206848,,,,
3:46:01,SCAN UPnP service discover attempt,UDP,192.168.147.1,65504,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11481,202,206848,,,,
3:46:02,SCAN UPnP service discover attempt,UDP,192.168.147.1,65504,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11482,202,206848,,,,
3:47:02,ICMP PING NMAP,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x2A,,,,,,43,0,43158,28,28672,8,0,59166,0
3:47:02,ICMP PING,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x2A,,,,,,43,0,43158,28,28672,8,0,59166,0
3:47:02,ICMP Timestamp Request,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x36,,,,,,37,0,32436,40,40960,13,0,52805,0
3:47:02,ICMP Echo Reply,ICMP,192.168.242.1,,192.168.147.128,,00:50:56:F3:DC:F2,00:0C:29:3F:CA:52,0x3C,,,,,,128,0,18698,28,28672,0,0,59166,0
3:47:03,SNMP AgentX/tcp request,TCP,192.168.147.128,53417,192.168.242.1,705,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x3A,******S*,0x3DF4374,0x0,24,0x400,56,0,60894,44,45056,,,,
3:47:03,SNMP request tcp,TCP,192.168.147.128,53417,192.168.242.1,161,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x3A,******S*,0x3DF4374,0x0,24,0x400,54,0,62858,44,45056,,,,
3:47:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,51906,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11483,202,206848,,,,
3:47:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,51906,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11484,202,206848,,,,
3:48:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,51906,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11485,202,206848,,,,
3:48:01,SCAN UPnP service discover attempt,UDP,192.168.147.1,51906,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11486,202,206848,,,,
3:49:26,ICMP PING NMAP,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x2A,,,,,,44,0,24788,28,28672,8,0,44372,0
3:49:26,ICMP PING,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x2A,,,,,,44,0,24788,28,28672,8,0,44372,0
3:49:26,ICMP Timestamp Request,ICMP,192.168.147.128,,192.168.242.1,,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x36,,,,,,51,0,14629,40,40960,13,0,39357,0
3:49:26,ICMP Echo Reply,ICMP,192.168.242.1,,192.168.147.128,,00:50:56:F3:DC:F2,00:0C:29:3F:CA:52,0x3C,,,,,,128,0,19791,28,28672,0,0,44372,0
3:49:27,SNMP AgentX/tcp request,TCP,192.168.147.128,59488,192.168.242.1,705,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x3A,******S*,0x6973D32,0x0,24,0x400,42,0,19570,44,45056,,,,
3:49:27,SNMP request tcp,TCP,192.168.147.128,59488,192.168.242.1,161,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x3A,******S*,0x6973D32,0x0,24,0x400,55,0,25040,44,45056,,,,
3:49:28,SNMP AgentX/tcp request,TCP,192.168.147.128,59489,192.168.242.1,705,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x3A,******S*,0x6963D33,0x0,24,0x400,52,0,442,44,45056,,,,
3:49:28,SNMP request tcp,TCP,192.168.147.128,59489,192.168.242.1,161,00:0C:29:3F:CA:52,00:50:56:F3:DC:F2,0x3A,******S*,0x6963D33,0x0,24,0x400,51,0,43662,44,45056,,,,
3:49:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,50944,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11487,202,206848,,,,
3:49:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,50944,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11488,202,206848,,,,
3:50:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,50944,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11489,202,206848,,,,
3:50:01,SCAN UPnP service discover attempt,UDP,192.168.147.1,50944,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11490,202,206848,,,,
3:51:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,56052,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11491,202,206848,,,,
3:51:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,56052,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11492,202,206848,,,,
3:52:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,56052,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11493,202,206848,,,,
3:52:01,SCAN UPnP service discover attempt,UDP,192.168.147.1,56052,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11494,202,206848,,,,
3:53:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,56831,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11495,202,206848,,,,
3:53:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,56831,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11496,202,206848,,,,
3:53:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,56831,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11497,202,206848,,,,
3:54:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,56831,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11498,202,206848,,,,
3:55:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,51983,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11499,202,206848,,,,
3:55:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,51983,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11500,202,206848,,,,
3:55:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,51983,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11501,202,206848,,,,
3:56:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,51983,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11502,202,206848,,,,
3:57:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,53728,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11503,202,206848,,,,
3:57:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,53728,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11504,202,206848,,,,
3:57:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,53728,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11505,202,206848,,,,
3:58:00,SCAN UPnP service discover attempt,UDP,192.168.147.1,53728,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11506,202,206848,,,,
3:59:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,57637,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11507,202,206848,,,,
3:59:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,57637,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11508,202,206848,,,,
3:59:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,57637,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11509,202,206848,,,,
3:59:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,57637,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11510,202,206848,,,,
4:01:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,55381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11511,202,206848,,,,
4:01:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,55381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11512,202,206848,,,,
4:01:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,55381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11513,202,206848,,,,
4:01:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,55381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11514,202,206848,,,,
4:03:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,56877,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11515,202,206848,,,,
4:03:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,56877,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11516,202,206848,,,,
4:03:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,56877,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11517,202,206848,,,,
4:03:59,SCAN UPnP service discover attempt,UDP,192.168.147.1,56877,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11518,202,206848,,,,
4:05:55,SCAN UPnP service discover attempt,UDP,192.168.147.1,54453,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11519,202,206848,,,,
4:05:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,54453,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11520,202,206848,,,,
4:05:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,54453,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11521,202,206848,,,,
4:05:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,54453,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11522,202,206848,,,,
4:07:55,SCAN UPnP service discover attempt,UDP,192.168.147.1,50571,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11523,202,206848,,,,
4:07:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,50571,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11524,202,206848,,,,
4:07:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,50571,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11525,202,206848,,,,
4:07:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,50571,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11526,202,206848,,,,
4:09:55,SCAN UPnP service discover attempt,UDP,192.168.147.1,59210,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11527,202,206848,,,,
4:09:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,59210,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11528,202,206848,,,,
4:09:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,59210,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11529,202,206848,,,,
4:09:58,SCAN UPnP service discover attempt,UDP,192.168.147.1,59210,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11530,202,206848,,,,
4:11:54,SCAN UPnP service discover attempt,UDP,192.168.147.1,49689,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11531,202,206848,,,,
4:11:55,SCAN UPnP service discover attempt,UDP,192.168.147.1,49689,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11532,202,206848,,,,
4:11:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,49689,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11533,202,206848,,,,
4:11:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,49689,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11534,202,206848,,,,
4:13:54,SCAN UPnP service discover attempt,UDP,192.168.147.1,57506,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11535,202,206848,,,,
4:13:55,SCAN UPnP service discover attempt,UDP,192.168.147.1,57506,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11536,202,206848,,,,
4:13:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,57506,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11537,202,206848,,,,
4:13:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,57506,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11538,202,206848,,,,
4:15:54,SCAN UPnP service discover attempt,UDP,192.168.147.1,59381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11539,202,206848,,,,
4:15:55,SCAN UPnP service discover attempt,UDP,192.168.147.1,59381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11540,202,206848,,,,
4:15:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,59381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11541,202,206848,,,,
4:15:57,SCAN UPnP service discover attempt,UDP,192.168.147.1,59381,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11542,202,206848,,,,
4:17:53,SCAN UPnP service discover attempt,UDP,192.168.147.1,56276,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11543,202,206848,,,,
4:17:54,SCAN UPnP service discover attempt,UDP,192.168.147.1,56276,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11544,202,206848,,,,
4:17:55,SCAN UPnP service discover attempt,UDP,192.168.147.1,56276,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11545,202,206848,,,,
4:17:56,SCAN UPnP service discover attempt,UDP,192.168.147.1,56276,239.255.255.250,1900,00:50:56:C0:00:08,01:00:5E:7F:FF:FA,0xD8,,,,,,1,0,11546,202,206848,,,,
